benchmark,size,source_file,mean,mean_lb,mean_ub,mean_se,median,median_lb,median_ub,median_se,slope,slope_lb,slope_ub,slope_se,std_dev,std_dev_lb,std_dev_ub,std_dev_se,median_abs_dev,median_abs_dev_lb,median_abs_dev_ub,median_abs_dev_se
mul,2368,REDACTED/arkworks/target/criterion/mul 2368/new/estimates.json,2250.792995890764,2250.6523892500963,2250.956318233677,0.07734850610095872,2250.9144696969697,2250.881318181818,2250.9407600596123,0.01599682544286745,2250.570903320929,2250.349489670247,2250.8546369147134,0.12970613013931215,0.7779837774594057,0.46857137265016247,1.0503481469967824,0.14842317917900893,0.16261011241242482,0.0862485391393144,0.3125855058142744,0.05402118469962399
mul,2432,REDACTED/arkworks/target/criterion/mul 2432/new/estimates.json,2369.391163693916,2369.347151827026,2369.4464706855706,0.02534702798500023,2369.385750910519,2369.3697563146766,2369.403622693096,0.008708439546771684,2369.3822897002974,2369.3415094729426,2369.420358772167,0.019843327880064918,0.2543648242560085,0.11132966236206784,0.39326609734363527,0.08072401178328517,0.056487851564515634,0.0465661363003795,0.08107288007665565,0.008625878322279788
mul,2496,REDACTED/arkworks/target/criterion/mul 2496/new/estimates.json,2507.45263675859,2507.4244980896456,2507.4835344718454,0.01492622464728651,2507.437835830535,2507.420829995193,2507.4638254788097,0.010901942289486525,2507.4676443874123,2507.446723510093,2507.492203600513,0.01163221821340332,0.15015886448238214,0.10094795260229823,0.19654034442597487,0.02458577646769284,0.0665018066779088,0.05645190202798853,0.08634085107156364,0.007387944216263241
mul,2560,REDACTED/arkworks/target/criterion/mul 2560/new/estimates.json,2673.041599326313,2672.9636960638604,2673.127068892054,0.041880535813332585,2672.8757543993393,2672.848363496342,2672.9146130150175,0.016838236339022206,2673.0308056021036,2672.943621057365,2673.130513817239,0.048094210179777566,0.42247281041985935,0.3114173721329127,0.5260369275925526,0.05511426498767333,0.12096111693237858,0.07745940111399287,0.1725432798736617,0.023994984243995248
mul,2624,REDACTED/arkworks/target/criterion/mul 2624/new/estimates.json,2798.566102735416,2798.4805567958706,2798.6754801776906,0.049650747272536565,2798.474841101695,2798.4544053962754,2798.490913856369,0.009791772081371773,2798.5397504088887,2798.4826023310884,2798.6305824156334,0.038930718568385814,0.5022342963762813,0.18935305169759728,0.725633573695957,0.13272497050641638,0.07761832181471871,0.05982867366982131,0.10042443829015849,0.010470973468907286
mul,2688,REDACTED/arkworks/target/criterion/mul 2688/new/estimates.json,2921.580905118818,2921.535110191882,2921.64711499966,0.02919257069067758,2921.54754406258,2921.529883538291,2921.5708757572875,0.00837867136898875,2921.55113313656,2921.5339987619545,2921.569575352393,0.00906366888945167,0.29261578790962284,0.110917575044198,0.47043558448878603,0.11503706588533343,0.09254483407076348,0.06809327191960686,0.11531047282078775,0.012711069094958541
mul,2752,REDACTED/arkworks/target/criterion/mul 2752/new/estimates.json,3070.995823555395,3070.8084368265536,3071.215205429404,0.10404774566029236,3070.7617945793277,3070.7133466219943,3070.9291701276147,0.06004547288089416,3071.0560168839766,3070.898612242922,3071.2419485647015,0.088361451998009,1.045842196649437,0.6657090910789932,1.412538577537428,0.19401359576166846,0.32752489155403425,0.27428693212168576,0.4591940695053726,0.04975859292819827
mul,2816,REDACTED/arkworks/target/criterion/mul 2816/new/estimates.json,3216.5382239106216,3216.3843489814294,3216.7233258847136,0.08674309420710648,3216.266742712165,3216.2492098675134,3216.281188508461,0.007895463877976462,3216.6168232100395,3216.367115578978,3216.9312225479707,0.14502485258589576,0.8725792340896619,0.4998905147760673,1.1716506195695913,0.17096072937431034,0.09675408919139485,0.05803105957569439,0.12121137284839416,0.016290608848051294
mul,2880,REDACTED/arkworks/target/criterion/mul 2880/new/estimates.json,3373.829867895457,3373.7718825174716,3373.8906120369984,0.03052934440926178,3373.7831755890766,3373.71947726459,3373.8943996203134,0.04842273835948905,3373.8568653600055,3373.797051263815,3373.9200367246117,0.03143997893715318,0.30739864351327223,0.2395057108664478,0.3731393389458327,0.034331572528865,0.27862269762999936,0.20981393175519722,0.33418933647104315,0.03261556699926762
mul,2944,REDACTED/arkworks/target/criterion/mul 2944/new/estimates.json,3528.413056881056,3528.314613731553,3528.5732129353105,0.07046404324746477,3528.303632858838,3528.288137603796,3528.3161888524255,0.007450943132577051,3528.380391422262,3528.321740728584,3528.447785500715,0.03203321648573954,0.7104730628575434,0.1755078907826235,1.1849295249478664,0.3416219645590876,0.10347903493163206,0.07701547565419285,0.13863312787931575,0.015647213704095435
